
60	10050	10051	32.84	75	75	0	Open  	;	0	-	0
61	10051	10059	73.4	75	75	0	Open  	;	0	-	1
62	10051	10056	32.84	75	75	0	Open  	;	0	-	1
63	10071	10053	94.32	75	75	0	Open  	;	0	-	1
64	10062	10054	61.85	75	100	0	Open  	;	1	-	1
65	10057	10055	55.46	75	75	0	Open  	;	1	-	1
66	10061	10055	39.77	75	75	0	Open  	;	0	-	1
67	10063	10057	32.2	75	75	0	Open  	;	1	-	0
68	10058	10091	110.38	75	75	0	Open  	;	0	-	0
69	10062	10058	37.29	75	75	0	Open  	;	0	-	0
70	10077	10060	61.22	100	75	0	Open  	;	1	-	0
71	10063	10061	78.25	75	75	0	Open  	;	1	-	0
72	10069	10061	42.27	75	75	0	Open  	;	1	-	0
73	10067	10062	90.63	75	75	0	Open  	;	1	-	1
74	10063	10066	42.62	75	75	0	Open  	;	1	-	0
75	10064	10063	4.62	75	75	0	Open  	;	1	-	0
76	10073	10064	29.42	75	75	0	Open  	;	0	-	1
77	10064	10065	5.65	75	75	0	Open  	;	0	-	1
78	10108	10067	156.49	75	75	0	Open  	;	0	-	1
79	10071	10067	41.23	100	75	0	Open  	;	1	-	1
80	10079	10068	36.91	75	75	0	Open  	;	0	-	0
81	10073	10069	103.99	75	75	0	Open  	;	0	-	1
82	10081	10069	40.29	75	75	0	Open  	;	0	-	1
83	10176	10070	325.25	350	75	0	Open  	;	1	-	0
84	10076	10071	44.97	100	75	0	Open  	;	0	-	1
85	10085	10072	28.07	75	75	0	Open  	;	1	-	0
86	10073	10082	74.53	75	75	0	Open  	;	1	-	1
87	10086	10073	33.91	75	75	0	Open  	;	0	-	0
88	10075	10074	239.58	150	100	0	Open  	;	0	-	0
89	10074	10078	96.47	150	100	0	Open  	;	1	-	0
90	10074	10142	174.63	75	75	0	Open  	;	0	-	1
91	10077	10075	44.85	150	75	0	Open  	;	0	-	0
92	10105	10076	106.6	200	100	0	Open  	;	1	-	0
93	10079	10076	9.1	100	75	0	Open  	;	1	-	0
94	10080	10077	103.05	150	75	0	Open  	;	0	-	1
95	10093	10078	59.69	100	75	0	Open  	;	1	-	0
96	10113	10079	126.6	100	75	0	Open  	;	1	-	1
97	10095	10080	115.2	150	75	0	Open  	;	1	-	1
98	10086	10081	127.77	75	75	0	Open  	;	1	-	0
99	10088	10081	41.67	100	75	0	Open  	;	1	-	0
100	10123	10083	136.57	75	75	0	Open  	;	1	-	0
101	10085	10084	26.98	75	75	0	Open  	;	1	-	0
102	10092	10085	32.11	75	75	0	Open  	;	0	-	1
103	10096	10086	31.57	100	75	0	Open  	;	0	-	0
104	10086	10087	30.49	75	75	0	Open  	;	1	-	0
105	10087	10089	30.47	75	75	0	Open  	;	1	-	0
106	10087	10097	28.09	75	75	0	Open  	;	0	-	1
107	10096	10088	151.89	75	75	0	Open  	;	0	-	1
108	10098	10088	36.72	100	75	0	Open  	;	1	-	0
109	10089	10104	34.09	75	75	0	Open  	;	0	-	0
110	10089	10090	32.14	75	75	0	Open  	;	0	-	0
111	10090	10107	34.09	75	75	0	Open  	;	1	-	0
112	10090	10092	30.32	75	75	0	Open  	;	1	-	0
113	10095	10091	11.49	75	75	0	Open  	;	1	-	0
114	10091	10106	105.33	75	100	0	Open  	;	1	-	1
115	10092	10094	50.81	75	75	0	Open  	;	1	-	1
116	10092	10101	20.46	75	75	0	Open  	;	1	-	0
117	10093	10109	43.49	100	75	0	Open  	;	1	-	1
118	10093	10103	139.89	75	100	0	Open  	;	1	-	0
119	10095	10102	28.38	150	75	0	Open  	;	0	-	0
120	10114	10096	33.36	100	75	0	Open  	;	0	-	1
121	10114	10098	171.47	75	75	0	Open  	;	1	-	1
122	10112	10098	50.43	75	75	0	Open  	;	1	-	1
123	10103	10099	39.73	75	100	0	Open  	;	1	-	0
124	10108	10100	83.39	150	75	0	Open  	;	1	-	0
125	10100	10102	24.6	150	75	0	Open  	;	0	-	0
126	10120	10102	51.72	100	75	0	Open  	;	1	-	0
127	10103	10141	93.26	75	100	0	Open  	;	1	-	0
128	10111	10105	23.55	200	100	0	Open  	;	1	-	0
129	10111	10108	19.93	150	75	0	Open  	;	1	-	0
130	10109	10141	104.53	75	75	0	Open  	;	1	-	1
131	10109	10123	51.95	100	75	0	Open  	;	1	-	1
132	10126	10110	35.71	75	100	0	Open  	;	0	-	0
133	10113	10111	11.89	250	75	0	Open  	;	0	-	1
134	10112	10122	170.96	75	75	0	Open  	;	1	-	0
135	10115	10113	20.6	250	75	0	Open  	;	1	-	0
136	10114	10129	206.11	75	75	0	Open  	;	1	-	1
137	10122	10114	28.41	150	75	0	Open  	;	0	-	0
138	10117	10115	3.39	250	120	0	Open  	;	1	-	0
139	10129	10116	34.45	75	75	0	Open  	;	1	-	0
140	10118	10117	74.33	250	75	0	Open  	;	1	-	0
141	10127	10118	113.55	250	75	0	Open  	;	1	-	0
142	10120	10119	5.91	75	75	0	Open  	;	1	-	0
143	10156	10120	72.21	100	75	0	Open  	;	1	-	1
144	10121	10157	77	75	100	0	Open  	;	0	-	0
145	10122	10143	198.23	75	75	0	Open  	;	1	-	1
146	10127	10122	8.56	150	75	0	Open  	;	0	-	0
147	10123	10171	128.94	75	75	0	Open  	;	1	-	1
148	10123	10136	39.08	75	75	0	Open  	;	1	-	0
149	10126	10124	42.46	75	100	0	Open  	;	1	-	1
150	10157	10125	86.33	75	100	0	Open  	;	1	-	1
151	10152	10126	56.16	75	100	0	Open  	;	1	-	1
152	10173	10127	354.43	250	75	0	Open  	;	0	-	0
153	10153	10128	49.71	75	75	0	Open  	;	1	-	1
154	10129	10134	53.93	75	75	0	Open  	;	1	-	1
155	10160	10130	67.96	75	75	0	Open  	;	0	-	0
156	10133	10130	37.12	75	100	0	Open  	;	1	-	0
157	10131	T1              	9.17	500	75	0	Open  	;	0	-	0
158	10132	10131	5.57	1200	75	0	Open  	;	0	-	0
159	10132	10140	25.48	1200	75	0	Open  	;	0	-	0
160	10132	10135	7.04	350	100	0	Open  	;	1	-	0
161	10133	10161	65.02	75	100	0	Open  	;	1	-	1
162	10137	10133	32.24	100	100	0	Open  	;	1	-	0
163	10135	10368	1643.64	350	75	0	Open  	;	0	-	0
164	10136	10182	142.13	75	75	0	Open  	;	1	-	1
165	10136	10179	125.54	75	100	0	Open  	;	1	-	1
166	10137	10177	95.92	75	100	0	Open  	;	1	-	1
167	10139	10137	38.8	100	100	0	Open  	;	1	-	0
168	10138	10369	1649.15	500	75	0	Open  	;	0	-	0
169	10145	10138	18.89	500	100	0	Open  	;	1	-	0
170	10139	10172	73.5	75	100	0	Open  	;	1	-	1
171	10139	10146	48.08	75	100	0	Open  	;	1	-	0
172	10140	10144	7.4	900	75	0	Open  	;	1	-	0
173	10140	10145	8.02	500	100	0	Open  	;	1	-	0
174	10141	10174	100.91	75	75	0	Open  	;	1	-	1
175	10143	10148	58.13	75	75	0	Open  	;	1	-	0
176	10144	10147	8.28	800	100	0	Open  	;	0	-	0
177	10144	10149	10.29	600	100	0	Open  	;	1	-	0
178	10146	10170	59.87	75	100	0	Open  	;	1	-	1
179	10146	10150	34.17	75	100	0	Open  	;	1	-	0
180	10147	10158	38.39	800	120	0	Open  	;	0	-	1
181	10149	10159	38.67	600	100	0	Open  	;	0	-	1
182	10150	10168	42.8	75	100	0	Open  	;	1	-	1
183	10150	10155	30.9	75	100	0	Open  	;	0	-	0
184	10152	10151	43.24	75	100	0	Open  	;	0	-	0
185	10154	10152	77.69	75	75	0	Open  	;	1	-	1
186	10152	10169	45.02	75	75	0	Open  	;	1	-	1
187	10163	10153	33.16	75	75	0	Open  	;	1	-	0
188	10157	10153	124.69	75	100	0	Open  	;	1	-	1
189	10156	10154	33.76	100	75	0	Open  	;	0	-	0
190	10154	10181	72.03	75	100	0	Open  	;	1	-	0
191	10155	10186	134.72	75	100	0	Open  	;	0	-	0
192	10155	10167	34.03	75	100	0	Open  	;	1	-	0
193	10156	10180	70.26	75	75	0	Open  	;	1	-	0
194	10157	10166	29.73	75	100	0	Open  	;	1	-	0
195	10158	10173	55.99	800	100	0	Open  	;	1	-	0
196	10159	4	1352.67	600	75	0	Open  	;	1	-	1
197	10202	10160	116.99	75	75	0	Open  	;	0	-	1
198	10161	10221	191.3	75	100	0	Open  	;	1	-	0
199	10163	10162	63.68	75	100	0	Open  	;	1	-	1
200	10164	10163	20.74	75	100	0	Open  	;	1	-	0
201	10165	10164	64.68	75	100	0	Open  	;	0	-	0
202	10164	10191	61.17	75	100	0	Open  	;	0	-	1
203	10166	10165	41.18	75	100	0	Open  	;	0	-	0
204	10165	10185	47.8	75	100	0	Open  	;	1	-	1
205	10166	10183	47.06	75	100	0	Open  	;	1	-	0
206	10167	10204	105.81	100	100	0	Open  	;	1	-	1
207	10168	10167	32.11	75	100	0	Open  	;	1	-	0
208	10170	10168	36.33	75	100	0	Open  	;	0	-	0
209	10169	10197	90.09	75	75	0	Open  	;	0	-	1
210	10169	10193	144.63	75	100	0	Open  	;	1	-	1
211	10172	10170	44.99	75	100	0	Open  	;	0	-	1
212	10172	10190	44.28	75	100	0	Open  	;	0	-	0
213	10173	10175	11.19	800	100	0	Open  	;	1	-	0
214	10175	10178	6.81	800	120	0	Open  	;	0	-	0
215	10176	10187	44.72	350	75	0	Open  	;	1	-	1
216	10178	10187	23.63	800	100	0	Open  	;	1	-	0
217	10183	10201	54.89	75	100	0	Open  	;	1	-	0
218	10183	10184	49.95	100	100	0	Open  	;	1	-	0
219	10186	10235	223.19	75	100	0	Open  	;	0	-	1
220	10186	10188	36.17	75	100	0	Open  	;	0	-	0
221	10187	10195	46.1	800	100	0	Open  	;	1	-	1
222	10190	10189	72.14	75	100	0	Open  	;	1	-	1
223	10190	10206	47.69	75	100	0	Open  	;	1	-	1
224	10191	10194	39.51	75	100	0	Open  	;	0	-	1
225	10191	10192	51.73	75	100	0	Open  	;	1	-	0
226	10194	10217	174.98	75	100	0	Open  	;	1	-	0
227	10194	10196	38.28	75	100	0	Open  	;	0	-	0
228	10195	10274	421.54	600	100	0	Open  	;	1	-	1
229	10195	10203	77.43	250	75	0	Open  	;	1	-	1
230	10197	10198	30.62	75	100	0	Open  	;	1	-	0
231	10199	10201	99.92	150	75	0	Open  	;	1	-	0
232	10202	10199	15.63	150	75	0	Open  	;	1	-	0
233	10199	10207	12.52	75	100	0	Open  	;	0	-	0
234	10201	10200	43.49	75	100	0	Open  	;	1	-	1
235	10201	10215	56.83	150	100	0	Open  	;	1	-	0
236	10206	10202	105.88	250	75	0	Open  	;	1	-	1
237	10202	10250	219.31	200	100	0	Open  	;	1	-	0
238	10203	10205	3.16	250	120	0	Open  	;	0	-	1
239	10204	10206	109.21	250	75	0	Open  	;	1	-	0
240	10205	10204	8.03	250	75	0	Open  	;	0	-	1
241	10204	10210	21.52	150	100	0	Open  	;	1	-	0
242	10206	10212	37.62	100	100	0	Open  	;	1	-	0
243	10220	10208	67.4	100	100	0	Open  	;	1	-	1
244	10210	10209	54.52	75	100	0	Open  	;	1	-	0
245	10210	10214	18.14	150	100	0	Open  	;	1	-	0
246	10233	10211	139.6	75	100	0	Open  	;	0	-	0
247	10213	10212	58.02	75	100	0	Open  	;	0	-	0
248	10212	10219	37.19	150	100	0	Open  	;	1	-	0
249	10214	10213	52.52	75	100	0	Open  	;	1	-	1
250	10214	10253	176.76	150	100	0	Open  	;	1	-	0
251	10215	10229	80.4	150	100	0	Open  	;	1	-	0
252	10215	10218	127.23	75	100	0	Open  	;	1	-	1
253	10236	10216	107.16	75	100	0	Open  	;	0	-	1
254	10219	10245	140.55	100	100	0	Open  	;	0	-	0
255	10219	10223	73.49	75	100	0	Open  	;	1	-	0
256	10219	10220	34.58	75	100	0	Open  	;	1	-	0
257	10247	10220	141.19	100	100	0	Open  	;	1	-	1
258	10220	10221	36.73	75	100	0	Open  	;	0	-	0
259	10221	10222	32.89	100	100	0	Open  	;	0	-	0
260	10231	10224	55.15	75	100	0	Open  	;	1	-	1
261	10227	10225	100.37	100	100	0	Open  	;	1	-	0
262	10252	10226	131.47	75	100	0	Open  	;	0	-	0
263	10228	10227	29.96	75	100	0	Open  	;	0	-	1
264	10230	10228	31.66	75	100	0	Open  	;	1	-	0
265	10229	10230	48.16	75	100	0	Open  	;	1	-	0
266	10229	10238	40.65	150	100	0	Open  	;	1	-	1
267	10231	10239	408.49	75	100	0	Open  	;	1	-	1
268	10233	10231	123.57	75	100	0	Open  	;	1	-	0
269	10237	10232	40.62	75	100	0	Open  	;	1	-	0
270	10241	10233	75.34	75	100	0	Open  	;	0	-	0
271	10248	10234	57.35	75	100	0	Open  	;	1	-	0
272	10235	10236	59.84	75	100	0	Open  	;	1	-	0
273	10235	10251	52.08	75	100	0	Open  	;	1	-	1
274	10249	10236	51.02	75	100	0	Open  	;	1	-	0
275	10238	10237	111.26	75	100	0	Open  	;	0	-	0
276	10242	10237	39.95	75	100	0	Open  	;	0	-	0
277	10238	10244	39.1	100	100	0	Open  	;	0	-	0
278	10241	10240	27.06	100	100	0	Open  	;	1	-	0
279	10242	10241	75.28	75	100	0	Open  	;	1	-	1
280	10258	10242	130.92	100	120	0	Open  	;	1	-	0
281	10243	10242	108.3	100	100	0	Open  	;	0	-	0
282	10267	10243	171.65	100	120	0	Open  	;	1	-	1
283	10244	10243	4.07	150	100	0	Open  	;	0	-	1
284	10246	10244	102.69	100	100	0	Open  	;	1	-	0
285	10245	10257	78.26	100	75	0	Open  	;	1	-	0
286	10248	10245	41.21	75	100	0	Open  	;	1	-	0
287	10247	10245	32.55	75	100	0	Open  	;	0	-	1
288	10246	10273	306.74	100	75	0	Open  	;	1	-	1
289	10250	10246	9.26	150	100	0	Open  	;	0	-	0
290	10250	10247	75.58	100	100	0	Open  	;	0	-	0
291	10252	10248	36.02	75	100	0	Open  	;	1	-	0
292	10251	10249	61.87	75	100	0	Open  	;	0	-	1
293	10249	10253	54.76	75	100	0	Open  	;	0	-	0
294	10250	10284	203.3	200	100	0	Open  	;	1	-	0
295	10251	10264	154.44	100	75	0	Open  	;	1	-	1
296	10253	10252	33.39	75	100	0	Open  	;	0	-	0
297	10253	10263	143.01	100	75	0	Open  	;	0	-	1
298	10262	10254	72.89	75	75	0	Open  	;	1	-	1
299	10260	10255	83.07	75	100	0	Open  	;	0	-	0
300	10257	10256	51.44	75	100	0	Open  	;	1	-	0
301	10257	10285	128.36	100	75	0	Open  	;	0	-	1
302	10266	10258	62.73	100	120	0	Open  	;	0	-	1
303	10258	10259	49.33	75	100	0	Open  	;	1	-	0
304	10275	10260	193.81	150	100	0	Open  	;	1	-	1
305	10268	10260	127.5	150	100	0	Open  	;	0	-	0
306	10269	10261	47.83	75	100	0	Open  	;	1	-	0
307	10264	10262	90.42	75	75	0	Open  	;	0	-	0
308	10262	10263	43.72	75	75	0	Open  	;	1	-	0
309	10262	10271	34.66	75	75	0	Open  	;	0	-	0
310	10263	10280	59.72	75	75	0	Open  	;	0	-	0
311	10264	10318	158.97	100	75	0	Open  	;	0	-	0
312	10266	10265	97.7	75	120	0	Open  	;	0	-	1
313	10275	10266	36.9	150	120	0	Open  	;	0	-	0
314	10266	10267	105.05	75	100	0	Open  	;	1	-	1
315	10273	10267	30.48	75	120	0	Open  	;	1	-	0
316	10268	10272	19.29	150	100	0	Open  	;	0	-	0
317	10268	10269	4.23	100	100	0	Open  	;	1	-	0
318	10269	10287	69.45	100	100	0	Open  	;	1	-	0
319	10278	10270	132.73	75	75	0	Open  	;	1	-	1
320	10272	10295	103.14	100	100	0	Open  	;	1	-	0
321	10272	10290	71.27	100	100	0	Open  	;	1	-	0
322	10282	10273	6.47	100	120	0	Open  	;	1	-	0
323	10274	10402	411.09	600	100	0	Open  	;	1	-	1
324	10274	10278	32.31	300	100	0	Open  	;	1	-	0
325	10279	10275	17.01	200	75	0	Open  	;	0	-	1
326	10275	10299	61.33	200	100	0	Open  	;	1	-	1
327	10276	10277	35.55	300	120	0	Open  	;	1	-	0
328	10278	10276	22.9	300	100	0	Open  	;	1	-	0
329	10277	10280	48.01	300	100	0	Open  	;	0	-	0
330	10281	10279	37.04	200	75	0	Open  	;	1	-	0
331	10279	10346	181.22	75	100	0	Open  	;	1	-	1
332	10280	10285	110.14	200	100	0	Open  	;	0	-	1
333	10289	10280	108.9	300	120	0	Open  	;	1	-	1
334	10280	10310	87.16	100	75	0	Open  	;	0	-	0
335	10282	10281	54.11	200	75	0	Open  	;	0	-	0
336	10281	10312	87.26	100	120	0	Open  	;	1	-	1
337	10283	10282	25.91	200	75	0	Open  	;	1	-	0
338	10282	10353	281.4	150	120	0	Open  	;	1	-	1
339	10284	10283	89.99	200	75	0	Open  	;	1	-	0
340	10283	10288	41.04	75	120	0	Open  	;	0	-	1
341	10285	10284	104.79	200	100	0	Open  	;	1	-	1
342	10284	10345	175.63	200	100	0	Open  	;	1	-	1
343	10285	10306	83.79	100	75	0	Open  	;	0	-	0
344	10293	10286	73.46	75	75	0	Open  	;	1	-	0
345	10287	10303	66.14	100	100	0	Open  	;	1	-	1
346	10287	10290	11.4	75	100	0	Open  	;	1	-	0
347	10291	10288	31.4	75	120	0	Open  	;	0	-	0
348	10288	10292	12.34	75	100	0	Open  	;	0	-	0
349	10290	10295	33.75	75	100	0	Open  	;	0	-	1
350	10297	10293	52.31	75	75	0	Open  	;	1	-	1
351	10293	10294	16.15	100	75	0	Open  	;	1	-	0
352	10295	10300	39.21	100	100	0	Open  	;	1	-	0
353	10297	10296	35.65	100	75	0	Open  	;	1	-	0
354	10297	10309	30.16	75	75	0	Open  	;	0	-	1
355	10298	10297	20.79	75	75	0	Open  	;	1	-	0
356	10299	10298	48.12	75	75	0	Open  	;	1	-	0
357	10298	10302	9.49	75	75	0	Open  	;	1	-	0
358	10299	10354	147.02	200	100	0	Open  	;	1	-	1
359	10300	10329	81.17	75	100	0	Open  	;	1	-	0
360	10300	10303	8.18	100	100	0	Open  	;	0	-	0
361	10302	10301	5.31	75	75	0	Open  	;	1	-	0
362	10302	10311	21.73	75	75	0	Open  	;	0	-	0
363	10303	10330	83.36	100	100	0	Open  	;	1	-	0
364	10303	10305	19.09	100	100	0	Open  	;	0	-	1
365	10305	10304	7.58	75	100	0	Open  	;	0	-	1
366	10305	10323	66.19	100	100	0	Open  	;	1	-	1
367	10306	10308	99.2	75	75	0	Open  	;	1	-	1
368	10306	10315	7.67	100	75	0	Open  	;	1	-	0
369	10309	10307	37.17	100	75	0	Open  	;	0	-	1
370	10308	10310	12.34	75	75	0	Open  	;	0	-	0
371	10308	10313	4.67	75	75	0	Open  	;	1	-	0
372	10311	10309	21.02	75	75	0	Open  	;	0	-	0
373	10310	10317	23.04	100	75	0	Open  	;	0	-	0
374	10311	10322	27.66	75	75	0	Open  	;	0	-	0
375	10314	10315	102	75	100	0	Open  	;	1	-	1
376	10315	10325	35.34	100	75	0	Open  	;	1	-	0
377	10355	10316	108.09	75	100	0	Open  	;	0	-	0
378	10317	10328	24.13	100	75	0	Open  	;	1	-	0
379	10318	10317	119.76	75	100	0	Open  	;	1	-	1
380	10318	10370	137.09	150	75	0	Open  	;	1	-	1
381	10372	10319	139.15	100	75	0	Open  	;	1	-	0
382	10321	10320	39.68	100	75	0	Open  	;	1	-	0
383	10321	10331	28.72	75	75	0	Open  	;	0	-	1
384	10322	10321	18.79	75	75	0	Open  	;	0	-	1
385	10322	10332	28.25	75	75	0	Open  	;	1	-	0
386	10323	10330	29.53	75	100	0	Open  	;	0	-	0
387	10323	10326	58.6	75	100	0	Open  	;	1	-	1
388	10324	10325	103.09	75	100	0	Open  	;	1	-	1
389	10325	10338	36.32	100	75	0	Open  	;	1	-	0
390	10328	10327	75.87	75	100	0	Open  	;	0	-	0
391	10328	10343	42.79	100	75	0	Open  	;	1	-	0
392	10330	10358	86.96	100	100	0	Open  	;	0	-	0
393	10330	10340	45.72	75	100	0	Open  	;	1	-	0
394	10332	10331	19.05	75	75	0	Open  	;	1	-	0
395	10331	10334	14.17	75	75	0	Open  	;	1	-	0
396	10332	10336	36.55	100	75	0	Open  	;	0	-	0
397	10351	10333	83.39	75	100	0	Open  	;	0	-	1
398	10334	10352	52.45	100	75	0	Open  	;	0	-	1
399	10334	10335	5.57	75	75	0	Open  	;	0	-	0
400	10337	10338	102.08	75	100	0	Open  	;	1	-	1
401	10338	10357	47.82	100	75	0	Open  	;	1	-	0
402	10361	10339	49.6	75	100	0	Open  	;	0	-	1
403	10361	10341	64.24	75	100	0	Open  	;	1	-	0
404	10343	10342	75.8	75	100	0	Open  	;	1	-	1
405	10343	10360	39.63	100	75	0	Open  	;	0	-	1
406	10345	10344	3.14	75	75	0	Open  	;	1	-	0
407	10345	10347	16.38	200	100	0	Open  	;	1	-	0
408	10347	10356	15.93	200	100	0	Open  	;	1	-	0
409	10347	10348	45.29	75	100	0	Open  	;	1	-	0
410	10367	10349	44.3	75	100	0	Open  	;	0	-	1
411	10354	10350	10.9	75	120	0	Open  	;	0	-	0
412	10358	10351	92.76	75	100	0	Open  	;	0	-	0
413	10351	10367	29.99	75	100	0	Open  	;	1	-	0
414	10353	10354	104.07	150	120	0	Open  	;	1	-	1
415	10355	10353	58.13	100	120	0	Open  	;	1	-	0
416	10353	10363	13.57	100	120	0	Open  	;	1	-	0
417	10354	10362	9.97	200	100	0	Open  	;	1	-	0
418	10356	10355	57.44	100	75	0	Open  	;	1	-	1
419	10364	10355	12.53	75	100	0	Open  	;	0	-	0
420	10356	10365	12.24	200	100	0	Open  	;	0	-	0
421	10360	10357	110.9	75	75	0	Open  	;	1	-	0
422	10357	10366	11.94	75	75	0	Open  	;	0	-	0
423	10358	10375	65.09	75	100	0	Open  	;	1	-	0
424	10359	10362	208.23	100	75	0	Open  	;	1	-	0
425	10373	10359	45.86	100	75	0	Open  	;	0	-	0
426	10404	10360	170.66	100	75	0	Open  	;	1	-	1
427	10360	10361	45.93	75	100	0	Open  	;	0	-	1
428	10362	10380	74.22	200	100	0	Open  	;	1	-	1
429	10378	10363	71.55	150	120	0	Open  	;	1	-	1
430	10364	10363	58	100	120	0	Open  	;	0	-	1
431	10365	10364	56.86	100	75	0	Open  	;	1	-	0
432	10365	10435	209.45	150	75	0	Open  	;	0	-	1
433	10365	10366	106.38	75	75	0	Open  	;	1	-	1
434	10366	10433	204.78	100	75	0	Open  	;	1	-	1
435	10375	10367	62.21	75	100	0	Open  	;	1	-	1
436	10368	10493	487.79	350	140	0	Open  	;	1	-	0
437	10369	10500	481.52	500	75	0	Open  	;	0	-	0
438	10370	10397	148.73	75	75	0	Open  	;	0	-	0
439	10370	10376	45.82	150	120	0	Open  	;	0	-	0
440	10372	10371	4.73	75	75	0	Open  	;	0	-	0
441	10377	10372	21.37	75	75	0	Open  	;	0	-	0
442	10373	10387	81.11	75	100	0	Open  	;	0	-	0
443	10374	10373	41.82	75	100	0	Open  	;	1	-	1
444	10377	10374	41.79	75	100	0	Open  	;	1	-	1
445	10374	10383	43.84	75	75	0	Open  	;	0	-	1
446	10375	10392	115.11	75	100	0	Open  	;	0	-	0
447	10394	10376	109.01	100	120	0	Open  	;	1	-	1
448	10376	10382	77.89	100	120	0	Open  	;	0	-	1
449	10377	10390	110.3	75	100	0	Open  	;	1	-	1
450	10411	10378	102.67	100	75	0	Open  	;	1	-	1
451	10379	10378	49.36	100	75	0	Open  	;	0	-	0
452	10380	10379	54.83	100	75	0	Open  	;	0	-	0
453	10379	10391	65.14	75	75	0	Open  	;	1	-	1
454	10380	10429	133.75	200	100	0	Open  	;	0	-	0
455	10385	10381	56.78	75	100	0	Open  	;	1	-	0
456	10382	10393	116.71	75	120	0	Open  	;	1	-	1
457	10385	10382	33.06	75	100	0	Open  	;	1	-	0
458	10398	10384	61.4	75	100	0	Open  	;	1	-	1
459	10415	10385	140.39	75	120	0	Open  	;	1	-	0
460	10390	10386	63.2	75	75	0	Open  	;	1	-	1
461	10395	10387	33.34	75	100	0	Open  	;	1	-	0
462	10387	10388	25.27	75	100	0	Open  	;	0	-	0
463	10417	10389	57.86	75	100	0	Open  	;	1	-	0
464	10390	10403	33.73	75	100	0	Open  	;	1	-	0
465	10441	10393	156.62	75	100	0	Open  	;	1	-	0
466	10394	10398	22.29	75	120	0	Open  	;	0	-	0
467	10400	10394	15.7	75	120	0	Open  	;	1	-	0
468	10395	10418	97.41	75	100	0	Open  	;	0	-	1
